com.samsung.health.respiratory_rate,6307003,2
create_sh_ver,start_time,custom,binning_data,modify_sh_ver,average,lower_limit,update_time,create_time,client_data_id,upper_limit,client_data_ver,is_outlier,pplib_version,time_offset,deviceuuid,comment,pkg_name,end_time,datauuid
62800471,2024-12-11 05:38:00.000,,35924df1-53dc-407e-97ed-005ae5fa9d05.binning_data.json,62800471,21.911432,0.0,2024-12-11 14:34:33.481,2024-12-11 14:34:33.481,,0.0,,0,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-11 14:17:00.000,35924df1-53dc-407e-97ed-005ae5fa9d05,
62800471,2024-12-12 07:25:00.000,,ebb31e6c-d4ea-4c4c-9443-0b0066b89c8e.binning_data.json,62800471,20.833826,0.0,2024-12-12 14:41:03.509,2024-12-12 14:41:03.509,,0.0,,0,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-12 14:23:00.000,ebb31e6c-d4ea-4c4c-9443-0b0066b89c8e,
62800471,2024-12-13 07:48:00.000,,321084ca-954b-49d2-9e7d-ab98fb189c13.binning_data.json,62800471,22.02038,20.934307,2024-12-13 14:31:29.747,2024-12-13 14:31:29.747,,22.273659,,0,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-13 14:23:00.000,321084ca-954b-49d2-9e7d-ab98fb189c13,
62800471,2024-12-14 08:39:00.000,,45010938-8363-4858-a0c5-a88a2d6a77b4.binning_data.json,62800471,20.62883,20.579903,2024-12-14 16:27:22.187,2024-12-14 16:27:22.187,,22.136898,,0,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-14 16:21:00.000,45010938-8363-4858-a0c5-a88a2d6a77b4,
62800471,2024-12-15 12:14:00.000,,30acb539-f252-4508-87db-11cc733cef96.binning_data.json,62800471,22.732096,20.520058,2024-12-15 16:25:59.844,2024-12-15 16:25:59.844,,22.50338,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-15 16:11:00.000,30acb539-f252-4508-87db-11cc733cef96,
62800471,2024-12-15 07:04:00.000,,1e3b910e-1bea-473c-8629-b0eb4456b1b8.binning_data.json,62800471,23.450642,20.346138,2024-12-15 11:33:01.076,2024-12-15 11:33:01.076,,22.894745,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-15 11:07:00.000,1e3b910e-1bea-473c-8629-b0eb4456b1b8,
62800471,2024-12-16 08:24:00.000,,542c528f-dfb1-4f76-a449-f74712cf579c.binning_data.json,62800471,21.098152,20.595028,2024-12-16 16:49:56.108,2024-12-16 16:49:56.108,,22.009857,,0,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-16 16:27:00.000,542c528f-dfb1-4f76-a449-f74712cf579c,
62800471,2024-12-17 05:01:00.000,,0f317a43-bf58-4a2a-9bba-d5864d64464e.binning_data.json,62800471,16.65497,18.645382,2024-12-17 08:13:29.815,2024-12-17 08:13:29.815,,23.296165,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-17 08:08:00.000,0f317a43-bf58-4a2a-9bba-d5864d64464e,
62800471,2024-12-17 08:08:00.000,,95ef7744-0ec7-4476-a3ad-a26b060eaad2.binning_data.json,62800471,21.202518,20.641182,2024-12-17 14:46:29.885,2024-12-17 14:46:29.885,,21.935886,,0,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-17 14:41:00.000,95ef7744-0ec7-4476-a3ad-a26b060eaad2,
62800471,2024-12-18 06:22:00.000,,d7f3fc0a-0355-4aa1-b562-49563bb3ecee.binning_data.json,62800471,21.207062,20.675568,2024-12-18 14:43:47.751,2024-12-18 14:43:47.751,,21.87601,,0,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-18 14:35:00.000,d7f3fc0a-0355-4aa1-b562-49563bb3ecee,
62800471,2024-12-19 06:56:00.000,,0d51dfc4-5d83-47cc-9f00-5c0d33ab3ea6.binning_data.json,62800471,22.069643,20.72561,2024-12-19 14:48:04.674,2024-12-19 14:48:04.674,,22.028002,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-19 14:34:00.000,0d51dfc4-5d83-47cc-9f00-5c0d33ab3ea6,
62800471,2024-12-20 07:21:00.000,,cc46fcc5-d83e-4bee-86a2-7193357f4550.binning_data.json,62800471,21.982046,20.679707,2024-12-20 10:43:52.469,2024-12-20 10:43:52.469,,21.951817,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-20 10:37:00.000,cc46fcc5-d83e-4bee-86a2-7193357f4550,
62800471,2024-12-20 11:40:00.000,,fb5ff3f8-1106-45de-a3ba-b6e050190277.binning_data.json,62800471,23.26295,20.37546,2024-12-20 15:04:32.402,2024-12-20 15:04:32.402,,22.396494,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-20 14:59:00.000,fb5ff3f8-1106-45de-a3ba-b6e050190277,
62800471,2024-12-21 07:13:00.000,,5b39b574-26b0-418d-b5b7-441556a57feb.binning_data.json,62800471,22.722178,20.656368,2024-12-21 16:12:17.064,2024-12-21 16:12:17.064,,22.300442,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-21 16:07:00.000,5b39b574-26b0-418d-b5b7-441556a57feb,
62800471,2024-12-21 21:46:00.000,,b3624338-eb80-4a95-866f-392002aba327.binning_data.json,62800471,22.850111,20.433428,2024-12-21 23:29:44.793,2024-12-21 23:29:44.793,,22.197344,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-21 23:05:00.000,b3624338-eb80-4a95-866f-392002aba327,
62800471,2024-12-22 18:07:00.000,,fe918fe6-6dd2-485a-ab40-6417556e59ea.binning_data.json,62800471,19.17699,20.120386,2024-12-22 21:08:06.706,2024-12-22 21:08:06.706,,22.223959,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-22 20:38:00.000,fe918fe6-6dd2-485a-ab40-6417556e59ea,
62800471,2024-12-22 07:52:00.000,,d52bce77-ac35-434e-ac27-24e286e7346c.binning_data.json,62800471,22.61677,20.664848,2024-12-22 16:08:10.112,2024-12-22 16:08:10.112,,22.245674,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-22 15:33:00.000,d52bce77-ac35-434e-ac27-24e286e7346c,
62800471,2024-12-23 08:03:00.000,,b36fef5f-b76b-45c5-8c1c-fe80acc392c6.binning_data.json,62800471,23.540375,20.420696,2024-12-23 14:28:56.358,2024-12-23 14:28:56.358,,22.609142,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-23 14:00:00.000,b36fef5f-b76b-45c5-8c1c-fe80acc392c6,
62800471,2024-12-23 14:29:00.000,,d2cb623e-2dec-4146-9337-d6b6b5a07207.binning_data.json,62800471,20.517345,20.610636,2024-12-23 15:53:42.344,2024-12-23 15:53:42.344,,21.912146,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-23 15:39:00.000,d2cb623e-2dec-4146-9337-d6b6b5a07207,
62800471,2024-12-26 05:22:00.000,,3410b218-d9f7-4be4-9daf-6e6df1639e9c.binning_data.json,62800471,23.382671,20.354366,2024-12-27 16:29:51.043,2024-12-27 16:29:51.043,,22.385109,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-26 06:27:00.000,3410b218-d9f7-4be4-9daf-6e6df1639e9c,
62800471,2024-12-28 07:25:00.000,,65580891-f5b8-4b11-851e-bb594cbccbf9.binning_data.json,62800471,22.906626,20.651253,2024-12-28 13:53:42.685,2024-12-28 13:53:42.685,,22.331299,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-28 13:48:00.000,65580891-f5b8-4b11-851e-bb594cbccbf9,
62800471,2024-12-28 14:52:00.000,,0f6c4f1a-62ff-40d8-99ad-df8e6eb9814d.binning_data.json,62800471,21.41355,20.934307,2024-12-28 16:56:32.066,2024-12-28 16:56:32.066,,22.273659,,0,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-28 16:26:00.000,0f6c4f1a-62ff-40d8-99ad-df8e6eb9814d,
62800471,2024-12-24 07:09:00.000,,3c4a8596-43de-4541-875b-016991724596.binning_data.json,62800471,21.822987,20.741184,2024-12-24 15:19:14.386,2024-12-24 15:19:14.386,,21.953136,,0,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-24 15:10:00.000,3c4a8596-43de-4541-875b-016991724596,
62800471,2025-01-04 09:50:00.000,,4a4d137e-dde9-4e64-b9b9-f9c1ff9369aa.binning_data.json,62800471,20.414177,20.675566,2025-01-04 16:30:01.264,2025-01-04 16:30:01.264,,21.876009,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-04 16:02:00.000,4a4d137e-dde9-4e64-b9b9-f9c1ff9369aa,
62800471,2024-12-29 06:39:00.000,,74fd6fdb-3e90-47c3-bfa5-1f9c52c668b6.binning_data.json,62800471,20.932365,20.934307,2024-12-29 13:52:39.927,2024-12-29 13:52:39.927,,22.273659,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-29 13:47:00.000,74fd6fdb-3e90-47c3-bfa5-1f9c52c668b6,
62800471,2024-12-29 14:36:00.000,,8ca3f02b-2130-42a6-8787-e83030d78ab3.binning_data.json,62800471,22.070612,20.934307,2024-12-29 16:13:05.134,2024-12-29 16:13:05.134,,22.273659,,0,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-29 16:08:00.000,8ca3f02b-2130-42a6-8787-e83030d78ab3,
62800471,2024-12-30 06:48:00.000,,3b0a3789-7f44-4168-9307-9b2f68a2520d.binning_data.json,62800471,20.937233,20.579903,2024-12-30 12:40:44.423,2024-12-30 12:40:44.423,,22.136898,,0,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-30 12:12:00.000,3b0a3789-7f44-4168-9307-9b2f68a2520d,
62800471,2024-12-30 13:45:00.000,,3926b2ff-fe5a-42ab-85a2-c2b941342719.binning_data.json,62800471,21.130657,20.579903,2024-12-30 17:05:24.580,2024-12-30 17:05:24.580,,22.136898,,0,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-30 16:55:00.000,3926b2ff-fe5a-42ab-85a2-c2b941342719,
62800471,2025-01-05 11:11:00.000,,08b0629c-9dfb-4515-be05-e7bb3276701b.binning_data.json,62800471,22.590378,20.675566,2025-01-05 16:06:02.635,2025-01-05 16:06:02.635,,21.876009,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-05 15:56:00.000,08b0629c-9dfb-4515-be05-e7bb3276701b,
62800471,2025-01-06 07:49:00.000,,81c2feae-1203-4d6a-9b54-34869d7bcaf1.binning_data.json,62800471,22.824574,20.675566,2025-01-06 11:19:57.393,2025-01-06 11:19:57.393,,21.876009,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-06 11:13:00.000,81c2feae-1203-4d6a-9b54-34869d7bcaf1,
62800471,2024-12-31 06:45:00.000,,5059d4f0-88a6-4aa5-bd31-3d7e96fdde05.binning_data.json,62800471,22.324253,20.579903,2024-12-31 16:34:12.825,2024-12-31 16:34:12.825,,22.136898,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-31 16:22:00.000,5059d4f0-88a6-4aa5-bd31-3d7e96fdde05,
62800471,2025-01-06 11:37:00.000,,5a7f3610-2e49-44af-9c04-4c96b16eb992.binning_data.json,62800471,21.457115,20.675566,2025-01-06 15:18:13.059,2025-01-06 15:18:13.059,,21.876009,,0,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-06 15:13:00.000,5a7f3610-2e49-44af-9c04-4c96b16eb992,
62800471,2025-01-05 07:52:00.000,,2e7d6b85-47e0-4d96-ab3c-b821aa85c849.binning_data.json,62800471,24.377054,20.675566,2025-01-05 10:50:48.771,2025-01-05 10:50:48.771,,21.876009,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-05 10:39:00.000,2e7d6b85-47e0-4d96-ab3c-b821aa85c849,
62800471,2025-01-01 11:04:00.000,,a842e95e-b37e-4e2b-b676-404cb4f2955a.binning_data.json,62800471,22.954374,20.641184,2025-01-04 00:14:51.915,2025-01-04 00:14:51.915,,21.935888,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-01 17:47:00.000,a842e95e-b37e-4e2b-b676-404cb4f2955a,
62800471,2025-01-04 07:29:00.000,,7bcb1534-596a-4720-a3ea-cc98d01fbe6d.binning_data.json,62800471,22.799091,20.675566,2025-01-04 09:54:26.597,2025-01-04 09:54:26.597,,21.876009,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-04 09:24:00.000,7bcb1534-596a-4720-a3ea-cc98d01fbe6d,
62800471,2025-01-04 18:35:00.000,,437034e9-ed5c-4b50-b235-505c39400624.binning_data.json,62800471,19.918858,20.675566,2025-01-04 20:19:06.062,2025-01-04 20:19:06.062,,21.876009,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-04 20:19:00.000,437034e9-ed5c-4b50-b235-505c39400624,
62800471,2025-01-10 17:45:00.000,,a65bf7dd-740d-4646-9361-da51a9f0e16e.binning_data.json,62800471,19.731134,20.978075,2025-01-10 19:43:44.339,2025-01-10 19:43:44.339,,21.694155,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-10 19:32:00.000,a65bf7dd-740d-4646-9361-da51a9f0e16e,
62800471,2025-01-07 06:43:00.000,,18ef6cef-50cf-4785-896d-99103f67e9eb.binning_data.json,62800471,21.216814,20.602592,2025-01-07 15:15:00.294,2025-01-07 15:15:00.294,,21.691566,,0,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-07 14:45:00.000,18ef6cef-50cf-4785-896d-99103f67e9eb,
62800471,2025-01-08 08:03:00.000,,3443a155-33d6-498b-85b3-4f665a48082a.binning_data.json,62800471,22.421263,20.735033,2025-01-08 15:23:52.285,2025-01-08 15:23:52.285,,21.89762,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-08 14:58:00.000,3443a155-33d6-498b-85b3-4f665a48082a,
62800471,2025-01-06 15:27:00.000,,1f82f872-4705-4aa1-90c6-d23eb442593b.binning_data.json,62800471,18.596087,20.675566,2025-01-06 18:26:07.535,2025-01-06 18:26:07.535,,21.876009,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-06 18:00:00.000,1f82f872-4705-4aa1-90c6-d23eb442593b,
62800471,2025-01-10 07:16:00.000,,4d156d78-d442-4c91-81ee-77bbf324616c.binning_data.json,62800471,20.275082,20.719965,2025-01-10 13:43:05.012,2025-01-10 13:43:05.012,,21.671625,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-10 13:31:00.000,4d156d78-d442-4c91-81ee-77bbf324616c,
62800471,2025-01-05 06:18:00.000,,a211f66a-6537-43ab-8b7b-fae69f24ba84.binning_data.json,62800471,16.93189,20.675566,2025-01-05 07:51:01.352,2025-01-05 07:51:01.352,,21.876009,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-05 07:21:00.000,a211f66a-6537-43ab-8b7b-fae69f24ba84,
62800471,2025-01-08 15:40:00.000,,549d8b9f-59bc-4049-a14c-65d3c01f6ae9.binning_data.json,62800471,19.719082,20.735033,2025-01-08 16:55:45.314,2025-01-08 16:55:45.314,,21.89762,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-08 16:50:00.000,549d8b9f-59bc-4049-a14c-65d3c01f6ae9,
62800471,2025-01-12 07:35:00.000,,f09b311f-0cb9-4700-a86e-ad54c6096d2d.binning_data.json,62800471,21.124575,20.978075,2025-01-12 09:05:48.226,2025-01-12 09:05:48.226,,21.694155,,0,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-12 08:47:00.000,f09b311f-0cb9-4700-a86e-ad54c6096d2d,
62800471,2025-01-12 09:15:00.000,,7a713250-df0e-4158-b5c4-6288a92961ae.binning_data.json,62800471,21.563114,20.978075,2025-01-12 15:30:45.534,2025-01-12 15:30:45.534,,21.694155,,0,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-12 15:23:00.000,7a713250-df0e-4158-b5c4-6288a92961ae,
62800471,2025-01-12 21:34:00.000,,06200f45-2148-402f-9433-8c36aacdd0d4.binning_data.json,62800471,15.03624,21.10721,2025-01-13 01:03:37.951,2025-01-13 01:03:37.951,,21.738829,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-13 00:58:00.000,06200f45-2148-402f-9433-8c36aacdd0d4,
62800471,2025-01-13 06:22:00.000,,569eea16-92b7-4d40-a7c5-a64bcd0640e9.binning_data.json,62800471,22.193644,21.10721,2025-01-13 10:02:06.890,2025-01-13 10:02:06.890,,21.738829,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-13 09:57:00.000,569eea16-92b7-4d40-a7c5-a64bcd0640e9,
62800471,2025-01-13 10:43:00.000,,14fec6bd-6898-443c-ae56-2eaa01c8926a.binning_data.json,62800471,20.027752,20.689217,2025-01-14 14:38:55.775,2025-01-14 14:38:55.775,,22.023663,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-13 12:30:00.000,14fec6bd-6898-443c-ae56-2eaa01c8926a,
62800471,2025-01-14 22:47:00.000,,165cb691-ad2f-432c-ab44-bea921cf5225.binning_data.json,62800471,23.689484,20.911278,2025-01-15 00:10:18.776,2025-01-15 00:10:18.776,,21.96817,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-14 23:59:00.000,165cb691-ad2f-432c-ab44-bea921cf5225,
62800471,2025-01-15 07:15:00.000,,7e5b0de5-5a78-46d5-8835-d76a9d5155bd.binning_data.json,62800471,21.773304,20.911278,2025-01-15 13:14:56.083,2025-01-15 13:14:56.083,,21.96817,,0,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-15 12:48:00.000,7e5b0de5-5a78-46d5-8835-d76a9d5155bd,
62800471,2025-01-15 13:25:00.000,,9c5ca4fc-7a00-4c15-95be-ac32d28e5f42.binning_data.json,62800471,18.758461,20.911278,2025-01-15 16:00:24.477,2025-01-15 16:00:24.477,,21.96817,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-15 14:25:00.000,9c5ca4fc-7a00-4c15-95be-ac32d28e5f42,
62800471,2025-01-17 10:54:00.000,,99d49cd0-b786-4c02-aaad-1cd30a546d8b.binning_data.json,62800471,23.117472,20.911278,2025-01-17 14:47:41.165,2025-01-17 14:47:41.165,,21.96817,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-17 14:34:00.000,99d49cd0-b786-4c02-aaad-1cd30a546d8b,
62800471,2025-01-17 07:27:00.000,,9fc1f29a-8ae5-49a5-80f0-5d39d60194de.binning_data.json,62800471,22.483791,20.911278,2025-01-17 10:09:50.707,2025-01-17 10:09:50.707,,21.96817,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-17 10:04:00.000,9fc1f29a-8ae5-49a5-80f0-5d39d60194de,
62800471,2025-01-18 07:43:00.000,,ebd64710-33c7-4944-878d-a34d298e2395.binning_data.json,62800471,22.953331,20.911278,2025-01-18 11:31:38.922,2025-01-18 11:31:38.922,,21.96817,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-18 11:24:00.000,ebd64710-33c7-4944-878d-a34d298e2395,
62800471,2025-01-18 11:35:00.000,,f4d05e70-27e1-4724-a70f-79bd342567d5.binning_data.json,62800471,22.38415,20.911278,2025-01-18 13:07:12.055,2025-01-18 13:07:12.055,,21.96817,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-18 12:39:00.000,f4d05e70-27e1-4724-a70f-79bd342567d5,
62800471,2025-01-18 14:00:00.000,,3484dc67-2b3a-48e3-9344-8515bca0ce0d.binning_data.json,62800471,21.551193,20.911278,2025-01-18 15:20:01.613,2025-01-18 15:20:01.613,,21.96817,,0,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-18 15:14:00.000,3484dc67-2b3a-48e3-9344-8515bca0ce0d,
62800471,2025-01-20 07:06:00.000,,de1ab24e-ed38-497e-97af-15586267b07f.binning_data.json,62800471,23.827782,20.595268,2025-01-20 14:39:29.526,2025-01-20 14:39:29.526,,21.779282,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-20 14:30:00.000,de1ab24e-ed38-497e-97af-15586267b07f,
62900571,2025-01-21 06:44:00.000,,1a707473-5d40-4910-a15c-e951bef30b39.binning_data.json,62900571,21.913748,20.595268,2025-01-21 14:40:03.765,2025-01-21 14:40:03.765,,21.779282,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-21 14:33:00.000,1a707473-5d40-4910-a15c-e951bef30b39,
62900571,2025-01-21 22:53:00.000,,767ff286-9700-478f-a4b4-d6976bce1277.binning_data.json,62900571,17.606312,20.728786,2025-01-22 00:39:03.629,2025-01-22 00:39:03.629,,21.765366,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-22 00:32:00.000,767ff286-9700-478f-a4b4-d6976bce1277,
62900571,2025-01-22 07:07:00.000,,637573a5-3b26-4be7-b16a-b5d65f59d38c.binning_data.json,62900571,21.818,20.728786,2025-01-22 14:38:17.413,2025-01-22 14:38:17.413,,21.765366,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-22 14:33:00.000,637573a5-3b26-4be7-b16a-b5d65f59d38c,
62900571,2025-01-23 06:56:00.000,,faf7e66b-cb97-4e61-bac0-1fed37544006.binning_data.json,62900571,22.028723,20.758694,2025-01-23 14:37:10.079,2025-01-23 14:37:10.079,,21.714397,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-23 14:32:00.000,faf7e66b-cb97-4e61-bac0-1fed37544006,
62900571,2025-01-23 15:43:00.000,,ade284b3-644c-4f2f-8e53-fac185fdf910.binning_data.json,62900571,20.70006,20.758694,2025-01-23 17:28:53.171,2025-01-23 17:28:53.171,,21.714397,,1,1.01.04,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2025-01-23 17:16:00.000,ade284b3-644c-4f2f-8e53-fac185fdf910,
